 [2025-11-15 14:27:52] iteration        1/30517578 | consumed samples:           64 | elapsed time per iteration (ms): 109254.3 | throughput per GPU (TFLOP/s/GPU): 121.6 | learning rate: 1.310719E-09 | decoupled learning rate: 3.276798E-09 | global batch size:    64 | lm loss: 1.195438E+01 | loss scale: 1.0 | grad norm: 80.555 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:36:59] iteration       16/30517578 | consumed samples:         1024 | elapsed time per iteration (ms): 34885.7 | throughput per GPU (TFLOP/s/GPU): 380.9 | learning rate: 2.097151E-08 | decoupled learning rate: 5.242877E-08 | global batch size:    64 | lm loss: 1.192955E+01 | loss scale: 1.0 | grad norm: 30.436 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:37:35] iteration       17/30517578 | consumed samples:         1088 | elapsed time per iteration (ms): 36174.8 | throughput per GPU (TFLOP/s/GPU): 367.3 | learning rate: 2.228223E-08 | decoupled learning rate: 5.570557E-08 | global batch size:    64 | lm loss: 1.192294E+01 | loss scale: 1.0 | grad norm: 30.203 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:38:11] iteration       18/30517578 | consumed samples:         1152 | elapsed time per iteration (ms): 35485.3 | throughput per GPU (TFLOP/s/GPU): 374.5 | learning rate: 2.359295E-08 | decoupled learning rate: 5.898237E-08 | global batch size:    64 | lm loss: 1.191499E+01 | loss scale: 1.0 | grad norm: 30.479 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:38:46] iteration       19/30517578 | consumed samples:         1216 | elapsed time per iteration (ms): 35048.2 | throughput per GPU (TFLOP/s/GPU): 379.2 | learning rate: 2.490367E-08 | decoupled learning rate: 6.225917E-08 | global batch size:    64 | lm loss: 1.191335E+01 | loss scale: 1.0 | grad norm: 29.721 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:39:23] iteration       20/30517578 | consumed samples:         1280 | elapsed time per iteration (ms): 36809.0 | throughput per GPU (TFLOP/s/GPU): 361.0 | learning rate: 2.621439E-08 | decoupled learning rate: 6.553597E-08 | global batch size:    64 | lm loss: 1.190263E+01 | loss scale: 1.0 | grad norm: 30.347 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:39:58] iteration       21/30517578 | consumed samples:         1344 | elapsed time per iteration (ms): 35019.9 | throughput per GPU (TFLOP/s/GPU): 379.5 | learning rate: 2.752511E-08 | decoupled learning rate: 6.881276E-08 | global batch size:    64 | lm loss: 1.188993E+01 | loss scale: 1.0 | grad norm: 30.346 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:40:34] iteration       22/30517578 | consumed samples:         1408 | elapsed time per iteration (ms): 35987.0 | throughput per GPU (TFLOP/s/GPU): 369.3 | learning rate: 2.883582E-08 | decoupled learning rate: 7.208956E-08 | global batch size:    64 | lm loss: 1.184941E+01 | loss scale: 1.0 | grad norm: 31.162 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:41:09] iteration       23/30517578 | consumed samples:         1472 | elapsed time per iteration (ms): 35006.3 | throughput per GPU (TFLOP/s/GPU): 379.6 | learning rate: 3.014654E-08 | decoupled learning rate: 7.536636E-08 | global batch size:    64 | lm loss: 1.182717E+01 | loss scale: 1.0 | grad norm: 30.271 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:41:45] iteration       24/30517578 | consumed samples:         1536 | elapsed time per iteration (ms): 36208.7 | throughput per GPU (TFLOP/s/GPU): 367.0 | learning rate: 3.145727E-08 | decoupled learning rate: 7.864316E-08 | global batch size:    64 | lm loss: 1.180890E+01 | loss scale: 1.0 | grad norm: 31.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:42:21] iteration       25/30517578 | consumed samples:         1600 | elapsed time per iteration (ms): 36257.4 | throughput per GPU (TFLOP/s/GPU): 366.5 | learning rate: 3.276798E-08 | decoupled learning rate: 8.191996E-08 | global batch size:    64 | lm loss: 1.179528E+01 | loss scale: 1.0 | grad norm: 30.318 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:42:56] iteration       26/30517578 | consumed samples:         1664 | elapsed time per iteration (ms): 35116.5 | throughput per GPU (TFLOP/s/GPU): 378.4 | learning rate: 3.407870E-08 | decoupled learning rate: 8.519676E-08 | global batch size:    64 | lm loss: 1.177658E+01 | loss scale: 1.0 | grad norm: 30.741 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:43:32] iteration       27/30517578 | consumed samples:         1728 | elapsed time per iteration (ms): 36142.6 | throughput per GPU (TFLOP/s/GPU): 367.7 | learning rate: 3.538942E-08 | decoupled learning rate: 8.847355E-08 | global batch size:    64 | lm loss: 1.176073E+01 | loss scale: 1.0 | grad norm: 31.358 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:44:09] iteration       28/30517578 | consumed samples:         1792 | elapsed time per iteration (ms): 36473.6 | throughput per GPU (TFLOP/s/GPU): 364.3 | learning rate: 3.670014E-08 | decoupled learning rate: 9.175035E-08 | global batch size:    64 | lm loss: 1.174330E+01 | loss scale: 1.0 | grad norm: 31.861 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:44:45] iteration       29/30517578 | consumed samples:         1856 | elapsed time per iteration (ms): 35855.6 | throughput per GPU (TFLOP/s/GPU): 370.6 | learning rate: 3.801086E-08 | decoupled learning rate: 9.502715E-08 | global batch size:    64 | lm loss: 1.170869E+01 | loss scale: 1.0 | grad norm: 31.871 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:45:20] iteration       30/30517578 | consumed samples:         1920 | elapsed time per iteration (ms): 35718.9 | throughput per GPU (TFLOP/s/GPU): 372.0 | learning rate: 3.932158E-08 | decoupled learning rate: 9.830395E-08 | global batch size:    64 | lm loss: 1.157892E+01 | loss scale: 1.0 | grad norm: 34.570 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:45:57] iteration       31/30517578 | consumed samples:         1984 | elapsed time per iteration (ms): 37016.5 | throughput per GPU (TFLOP/s/GPU): 359.0 | learning rate: 4.063230E-08 | decoupled learning rate: 1.015807E-07 | global batch size:    64 | lm loss: 1.150536E+01 | loss scale: 1.0 | grad norm: 35.933 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:46:34] iteration       32/30517578 | consumed samples:         2048 | elapsed time per iteration (ms): 36997.2 | throughput per GPU (TFLOP/s/GPU): 359.2 | learning rate: 4.194302E-08 | decoupled learning rate: 1.048575E-07 | global batch size:    64 | lm loss: 1.144674E+01 | loss scale: 1.0 | grad norm: 37.585 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:47:10] iteration       33/30517578 | consumed samples:         2112 | elapsed time per iteration (ms): 36121.7 | throughput per GPU (TFLOP/s/GPU): 367.9 | learning rate: 4.325374E-08 | decoupled learning rate: 1.081343E-07 | global batch size:    64 | lm loss: 1.142138E+01 | loss scale: 1.0 | grad norm: 37.069 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:47:46] iteration       34/30517578 | consumed samples:         2176 | elapsed time per iteration (ms): 35648.9 | throughput per GPU (TFLOP/s/GPU): 372.8 | learning rate: 4.456446E-08 | decoupled learning rate: 1.114111E-07 | global batch size:    64 | lm loss: 1.135349E+01 | loss scale: 1.0 | grad norm: 40.179 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:48:22] iteration       35/30517578 | consumed samples:         2240 | elapsed time per iteration (ms): 36205.8 | throughput per GPU (TFLOP/s/GPU): 367.0 | learning rate: 4.587518E-08 | decoupled learning rate: 1.146879E-07 | global batch size:    64 | lm loss: 1.132114E+01 | loss scale: 1.0 | grad norm: 40.573 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:48:59] iteration       36/30517578 | consumed samples:         2304 | elapsed time per iteration (ms): 36369.4 | throughput per GPU (TFLOP/s/GPU): 365.4 | learning rate: 4.718590E-08 | decoupled learning rate: 1.179647E-07 | global batch size:    64 | lm loss: 1.125435E+01 | loss scale: 1.0 | grad norm: 42.871 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:49:36] iteration       37/30517578 | consumed samples:         2368 | elapsed time per iteration (ms): 37018.6 | throughput per GPU (TFLOP/s/GPU): 359.0 | learning rate: 4.849662E-08 | decoupled learning rate: 1.212415E-07 | global batch size:    64 | lm loss: 1.120162E+01 | loss scale: 1.0 | grad norm: 43.976 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:50:12] iteration       38/30517578 | consumed samples:         2432 | elapsed time per iteration (ms): 36091.3 | throughput per GPU (TFLOP/s/GPU): 368.2 | learning rate: 4.980733E-08 | decoupled learning rate: 1.245183E-07 | global batch size:    64 | lm loss: 1.115517E+01 | loss scale: 1.0 | grad norm: 46.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:50:47] iteration       39/30517578 | consumed samples:         2496 | elapsed time per iteration (ms): 35589.2 | throughput per GPU (TFLOP/s/GPU): 373.4 | learning rate: 5.111805E-08 | decoupled learning rate: 1.277951E-07 | global batch size:    64 | lm loss: 1.112002E+01 | loss scale: 1.0 | grad norm: 47.943 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:51:24] iteration       40/30517578 | consumed samples:         2560 | elapsed time per iteration (ms): 36111.4 | throughput per GPU (TFLOP/s/GPU): 368.0 | learning rate: 5.242877E-08 | decoupled learning rate: 1.310719E-07 | global batch size:    64 | lm loss: 1.104334E+01 | loss scale: 1.0 | grad norm: 50.225 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:52:00] iteration       41/30517578 | consumed samples:         2624 | elapsed time per iteration (ms): 36076.6 | throughput per GPU (TFLOP/s/GPU): 368.3 | learning rate: 5.373949E-08 | decoupled learning rate: 1.343487E-07 | global batch size:    64 | lm loss: 1.087663E+01 | loss scale: 1.0 | grad norm: 51.445 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:52:36] iteration       42/30517578 | consumed samples:         2688 | elapsed time per iteration (ms): 36722.5 | throughput per GPU (TFLOP/s/GPU): 361.9 | learning rate: 5.505021E-08 | decoupled learning rate: 1.376255E-07 | global batch size:    64 | lm loss: 1.069923E+01 | loss scale: 1.0 | grad norm: 54.127 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:53:13] iteration       43/30517578 | consumed samples:         2752 | elapsed time per iteration (ms): 36563.5 | throughput per GPU (TFLOP/s/GPU): 363.4 | learning rate: 5.636093E-08 | decoupled learning rate: 1.409023E-07 | global batch size:    64 | lm loss: 1.048617E+01 | loss scale: 1.0 | grad norm: 60.615 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:53:49] iteration       44/30517578 | consumed samples:         2816 | elapsed time per iteration (ms): 35972.8 | throughput per GPU (TFLOP/s/GPU): 369.4 | learning rate: 5.767165E-08 | decoupled learning rate: 1.441791E-07 | global batch size:    64 | lm loss: 1.034553E+01 | loss scale: 1.0 | grad norm: 61.152 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:54:25] iteration       45/30517578 | consumed samples:         2880 | elapsed time per iteration (ms): 36294.6 | throughput per GPU (TFLOP/s/GPU): 366.1 | learning rate: 5.898237E-08 | decoupled learning rate: 1.474559E-07 | global batch size:    64 | lm loss: 1.022196E+01 | loss scale: 1.0 | grad norm: 62.518 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:55:00] iteration       46/30517578 | consumed samples:         2944 | elapsed time per iteration (ms): 34950.8 | throughput per GPU (TFLOP/s/GPU): 380.2 | learning rate: 6.029309E-08 | decoupled learning rate: 1.507327E-07 | global batch size:    64 | lm loss: 1.011104E+01 | loss scale: 1.0 | grad norm: 64.028 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:55:37] iteration       47/30517578 | consumed samples:         3008 | elapsed time per iteration (ms): 36898.4 | throughput per GPU (TFLOP/s/GPU): 360.1 | learning rate: 6.160381E-08 | decoupled learning rate: 1.540095E-07 | global batch size:    64 | lm loss: 1.004282E+01 | loss scale: 1.0 | grad norm: 68.970 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:56:14] iteration       48/30517578 | consumed samples:         3072 | elapsed time per iteration (ms): 36962.1 | throughput per GPU (TFLOP/s/GPU): 359.5 | learning rate: 6.291453E-08 | decoupled learning rate: 1.572863E-07 | global batch size:    64 | lm loss: 9.909031E+00 | loss scale: 1.0 | grad norm: 68.018 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:56:49] iteration       49/30517578 | consumed samples:         3136 | elapsed time per iteration (ms): 35443.1 | throughput per GPU (TFLOP/s/GPU): 374.9 | learning rate: 6.422525E-08 | decoupled learning rate: 1.605631E-07 | global batch size:    64 | lm loss: 9.868157E+00 | loss scale: 1.0 | grad norm: 67.499 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:57:26] iteration       50/30517578 | consumed samples:         3200 | elapsed time per iteration (ms): 36948.2 | throughput per GPU (TFLOP/s/GPU): 359.7 | learning rate: 6.553596E-08 | decoupled learning rate: 1.638399E-07 | global batch size:    64 | lm loss: 9.753128E+00 | loss scale: 1.0 | grad norm: 69.608 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:58:04] iteration       51/30517578 | consumed samples:         3264 | elapsed time per iteration (ms): 37462.2 | throughput per GPU (TFLOP/s/GPU): 354.7 | learning rate: 6.684669E-08 | decoupled learning rate: 1.671167E-07 | global batch size:    64 | lm loss: 9.598216E+00 | loss scale: 1.0 | grad norm: 73.147 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:58:39] iteration       52/30517578 | consumed samples:         3328 | elapsed time per iteration (ms): 34835.5 | throughput per GPU (TFLOP/s/GPU): 381.5 | learning rate: 6.815741E-08 | decoupled learning rate: 1.703935E-07 | global batch size:    64 | lm loss: 9.528200E+00 | loss scale: 1.0 | grad norm: 75.268 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:59:14] iteration       53/30517578 | consumed samples:         3392 | elapsed time per iteration (ms): 35512.2 | throughput per GPU (TFLOP/s/GPU): 374.2 | learning rate: 6.946812E-08 | decoupled learning rate: 1.736703E-07 | global batch size:    64 | lm loss: 9.340342E+00 | loss scale: 1.0 | grad norm: 79.156 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 14:59:50] iteration       54/30517578 | consumed samples:         3456 | elapsed time per iteration (ms): 35371.2 | throughput per GPU (TFLOP/s/GPU): 375.7 | learning rate: 7.077885E-08 | decoupled learning rate: 1.769471E-07 | global batch size:    64 | lm loss: 9.270611E+00 | loss scale: 1.0 | grad norm: 77.690 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:00:25] iteration       55/30517578 | consumed samples:         3520 | elapsed time per iteration (ms): 35916.0 | throughput per GPU (TFLOP/s/GPU): 370.0 | learning rate: 7.208956E-08 | decoupled learning rate: 1.802239E-07 | global batch size:    64 | lm loss: 9.071144E+00 | loss scale: 1.0 | grad norm: 80.927 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:01:00] iteration       56/30517578 | consumed samples:         3584 | elapsed time per iteration (ms): 34590.8 | throughput per GPU (TFLOP/s/GPU): 384.2 | learning rate: 7.340028E-08 | decoupled learning rate: 1.835007E-07 | global batch size:    64 | lm loss: 8.982934E+00 | loss scale: 1.0 | grad norm: 85.698 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:01:35] iteration       57/30517578 | consumed samples:         3648 | elapsed time per iteration (ms): 34879.0 | throughput per GPU (TFLOP/s/GPU): 381.0 | learning rate: 7.471100E-08 | decoupled learning rate: 1.867775E-07 | global batch size:    64 | lm loss: 8.897369E+00 | loss scale: 1.0 | grad norm: 92.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:02:09] iteration       58/30517578 | consumed samples:         3712 | elapsed time per iteration (ms): 34418.7 | throughput per GPU (TFLOP/s/GPU): 386.1 | learning rate: 7.602172E-08 | decoupled learning rate: 1.900543E-07 | global batch size:    64 | lm loss: 8.688692E+00 | loss scale: 1.0 | grad norm: 100.663 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:02:45] iteration       59/30517578 | consumed samples:         3776 | elapsed time per iteration (ms): 35716.1 | throughput per GPU (TFLOP/s/GPU): 372.1 | learning rate: 7.733244E-08 | decoupled learning rate: 1.933311E-07 | global batch size:    64 | lm loss: 8.645409E+00 | loss scale: 1.0 | grad norm: 111.935 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:03:20] iteration       60/30517578 | consumed samples:         3840 | elapsed time per iteration (ms): 34987.7 | throughput per GPU (TFLOP/s/GPU): 379.8 | learning rate: 7.864316E-08 | decoupled learning rate: 1.966079E-07 | global batch size:    64 | lm loss: 8.433018E+00 | loss scale: 1.0 | grad norm: 123.122 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:03:55] iteration       61/30517578 | consumed samples:         3904 | elapsed time per iteration (ms): 35040.3 | throughput per GPU (TFLOP/s/GPU): 379.2 | learning rate: 7.995388E-08 | decoupled learning rate: 1.998847E-07 | global batch size:    64 | lm loss: 8.079166E+00 | loss scale: 1.0 | grad norm: 133.208 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:04:29] iteration       62/30517578 | consumed samples:         3968 | elapsed time per iteration (ms): 34374.0 | throughput per GPU (TFLOP/s/GPU): 386.6 | learning rate: 8.126460E-08 | decoupled learning rate: 2.031615E-07 | global batch size:    64 | lm loss: 7.948569E+00 | loss scale: 1.0 | grad norm: 134.189 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:05:04] iteration       63/30517578 | consumed samples:         4032 | elapsed time per iteration (ms): 34638.8 | throughput per GPU (TFLOP/s/GPU): 383.6 | learning rate: 8.257532E-08 | decoupled learning rate: 2.064383E-07 | global batch size:    64 | lm loss: 7.746927E+00 | loss scale: 1.0 | grad norm: 133.966 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:05:40] iteration       64/30517578 | consumed samples:         4096 | elapsed time per iteration (ms): 35793.2 | throughput per GPU (TFLOP/s/GPU): 371.3 | learning rate: 8.388604E-08 | decoupled learning rate: 2.097151E-07 | global batch size:    64 | lm loss: 7.486593E+00 | loss scale: 1.0 | grad norm: 143.450 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:06:15] iteration       65/30517578 | consumed samples:         4160 | elapsed time per iteration (ms): 35317.4 | throughput per GPU (TFLOP/s/GPU): 376.3 | learning rate: 8.519676E-08 | decoupled learning rate: 2.129919E-07 | global batch size:    64 | lm loss: 7.382201E+00 | loss scale: 1.0 | grad norm: 144.070 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:06:50] iteration       66/30517578 | consumed samples:         4224 | elapsed time per iteration (ms): 35082.8 | throughput per GPU (TFLOP/s/GPU): 378.8 | learning rate: 8.650748E-08 | decoupled learning rate: 2.162687E-07 | global batch size:    64 | lm loss: 7.067944E+00 | loss scale: 1.0 | grad norm: 143.843 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:07:27] iteration       67/30517578 | consumed samples:         4288 | elapsed time per iteration (ms): 36571.6 | throughput per GPU (TFLOP/s/GPU): 363.4 | learning rate: 8.781819E-08 | decoupled learning rate: 2.195455E-07 | global batch size:    64 | lm loss: 6.893506E+00 | loss scale: 1.0 | grad norm: 155.026 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:08:03] iteration       68/30517578 | consumed samples:         4352 | elapsed time per iteration (ms): 36159.0 | throughput per GPU (TFLOP/s/GPU): 367.5 | learning rate: 8.912892E-08 | decoupled learning rate: 2.228223E-07 | global batch size:    64 | lm loss: 6.659848E+00 | loss scale: 1.0 | grad norm: 155.287 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:08:39] iteration       69/30517578 | consumed samples:         4416 | elapsed time per iteration (ms): 35824.5 | throughput per GPU (TFLOP/s/GPU): 370.9 | learning rate: 9.043963E-08 | decoupled learning rate: 2.260991E-07 | global batch size:    64 | lm loss: 6.375117E+00 | loss scale: 1.0 | grad norm: 165.473 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:09:15] iteration       70/30517578 | consumed samples:         4480 | elapsed time per iteration (ms): 35751.9 | throughput per GPU (TFLOP/s/GPU): 371.7 | learning rate: 9.175035E-08 | decoupled learning rate: 2.293759E-07 | global batch size:    64 | lm loss: 6.179039E+00 | loss scale: 1.0 | grad norm: 166.065 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-11-15 15:09:49] iteration       71/30517578 | consumed samples:         4544 | elapsed time per iteration (ms): 34504.3 | throughput per GPU (TFLOP/s/GPU): 385.1 | learning rate: 9.306108E-08 | decoupled learning rate: 2.326527E-07 | global batch size:    64 | lm loss: 6.035030E+00 | loss scale: 1.0 | grad norm: 170.386 | number of skipped iterations:   0 | number of nan iterations:   0 |
